
============================================================
📊 VISUALIZACIÓN DE RESULTADOS DEL MODELO
============================================================

🔵 Estado del modelo: OPTIMAL
💰 Valor objetivo (ganancia neta): $2,171,510.98

📈 DESGLOSE ECONÓMICO:
  - Ingresos por venta: $4,075,341.37
  - Costo de cosecha: $1,653,891.35
  - Costo de instalacion: $230,000.00
  - Costo de transporte: $6,739.05
  - Costo de construccion_caminos: $13,200.00

🔧 VARIABLES RELEVANTES:

  🔸 Faena Cosechada (x):
    - Faena 46 → Hectarea 46, máquina skidder, período 13, cosecha: 1.00 
    - Faena 142 → Hectarea 142, máquina skidder, período 18, cosecha: 1.00 
    - Faena 142 → Hectarea 136, máquina skidder, período 15, cosecha: 1.00 
    - Faena 142 → Hectarea 137, máquina skidder, período 18, cosecha: 1.00 
    - Faena 142 → Hectarea 138, máquina skidder, período 14, cosecha: 1.00 
    - Faena 142 → Hectarea 138, máquina skidder, período 18, cosecha: 1.00 
    - Faena 142 → Hectarea 139, máquina skidder, período 18, cosecha: 1.00 
    - Faena 142 → Hectarea 140, máquina skidder, período 15, cosecha: 1.00 
    - Faena 142 → Hectarea 140, máquina skidder, período 18, cosecha: 1.00 
    - Faena 142 → Hectarea 141, máquina skidder, período 18, cosecha: 1.00 
    - Faena 142 → Hectarea 143, máquina skidder, período 14, cosecha: 1.00 
    - Faena 142 → Hectarea 144, máquina skidder, período 14, cosecha: 1.00 
    - Faena 142 → Hectarea 145, máquina skidder, período 14, cosecha: 1.00 
    - Faena 142 → Hectarea 208, máquina skidder, período 15, cosecha: 1.00 
    - Faena 142 → Hectarea 208, máquina skidder, período 16, cosecha: 1.00 
    - Faena 142 → Hectarea 147, máquina skidder, período 16, cosecha: 1.00 
    - Faena 142 → Hectarea 148, máquina skidder, período 15, cosecha: 1.00 
    - Faena 142 → Hectarea 149, máquina skidder, período 18, cosecha: 1.00 
    - Faena 96 → Hectarea 96, máquina skidder, período 3, cosecha: 1.00 
    - Faena 96 → Hectarea 96, máquina skidder, período 4, cosecha: 1.00 
    - Faena 96 → Hectarea 96, máquina skidder, período 5, cosecha: 1.00 
    - Faena 96 → Hectarea 96, máquina skidder, período 6, cosecha: 1.00 
    - Faena 96 → Hectarea 87, máquina skidder, período 5, cosecha: 1.00 
    - Faena 96 → Hectarea 87, máquina skidder, período 6, cosecha: 1.00 
    - Faena 96 → Hectarea 88, máquina skidder, período 4, cosecha: 1.00 
    - Faena 96 → Hectarea 88, máquina skidder, período 5, cosecha: 1.00 
    - Faena 96 → Hectarea 89, máquina skidder, período 3, cosecha: 1.00 
    - Faena 96 → Hectarea 89, máquina skidder, período 6, cosecha: 1.00 
    - Faena 96 → Hectarea 90, máquina skidder, período 3, cosecha: 1.00 
    - Faena 96 → Hectarea 90, máquina skidder, período 5, cosecha: 1.00 
    - Faena 147 → Hectarea 147, máquina skidder, período 18, cosecha: 1.00 
    - Faena 147 → Hectarea 146, máquina skidder, período 18, cosecha: 1.00 

  🔸 Madera Cosechada (w):
    - Faena 46 → Hectarea 46, máquina skidder, período 13, cosecha: 357.60 m3
    - Faena 46 → Hectarea 1, máquina skidder, período 16, cosecha: 124.94 m3
    - Faena 46 → Hectarea 2, máquina skidder, período 18, cosecha: 378.30 m3
    - Faena 46 → Hectarea 47, máquina skidder, período 18, cosecha: 416.70 m3
    - Faena 46 → Hectarea 5, máquina skidder, período 18, cosecha: 624.90 m3
    - Faena 46 → Hectarea 6, máquina skidder, período 18, cosecha: 591.70 m3
    - Faena 46 → Hectarea 48, máquina skidder, período 15, cosecha: 620.80 m3
    - Faena 46 → Hectarea 49, máquina skidder, período 17, cosecha: 654.90 m3
    - Faena 46 → Hectarea 50, máquina skidder, período 15, cosecha: 602.30 m3
    - Faena 151 → Hectarea 151, máquina skidder, período 18, cosecha: 252.64 m3
    - Faena 151 → Hectarea 102, máquina skidder, período 18, cosecha: 359.64 m3
    - Faena 151 → Hectarea 150, máquina skidder, período 18, cosecha: 335.52 m3
    - Faena 151 → Hectarea 152, máquina skidder, período 18, cosecha: 192.90 m3
    - Faena 151 → Hectarea 153, máquina skidder, período 18, cosecha: 550.29 m3
    - Faena 151 → Hectarea 157, máquina skidder, período 18, cosecha: 505.92 m3
    - Faena 108 → Hectarea 108, máquina skidder, período 16, cosecha: 569.10 m3
    - Faena 108 → Hectarea 99, máquina skidder, período 15, cosecha: 348.72 m3
    - Faena 108 → Hectarea 100, máquina skidder, período 18, cosecha: 374.34 m3
    - Faena 108 → Hectarea 101, máquina skidder, período 14, cosecha: 366.84 m3
    - Faena 108 → Hectarea 103, máquina skidder, período 18, cosecha: 644.20 m3
    - Faena 108 → Hectarea 104, máquina skidder, período 14, cosecha: 696.70 m3
    - Faena 108 → Hectarea 105, máquina skidder, período 18, cosecha: 639.20 m3
    - Faena 108 → Hectarea 106, máquina skidder, período 17, cosecha: 589.40 m3
    - Faena 108 → Hectarea 51, máquina skidder, período 15, cosecha: 637.60 m3
    - Faena 108 → Hectarea 107, máquina skidder, período 13, cosecha: 659.30 m3
    - Faena 108 → Hectarea 109, máquina skidder, período 18, cosecha: 557.80 m3
    - Faena 108 → Hectarea 53, máquina skidder, período 13, cosecha: 617.20 m3
    - Faena 108 → Hectarea 110, máquina skidder, período 18, cosecha: 643.60 m3
    - Faena 12 → Hectarea 12, máquina skidder, período 5, cosecha: 602.40 m3
    - Faena 12 → Hectarea 3, máquina skidder, período 1, cosecha: 550.29 m3
    - Faena 12 → Hectarea 4, máquina skidder, período 6, cosecha: 606.70 m3
    - Faena 12 → Hectarea 7, máquina skidder, período 4, cosecha: 580.10 m3
    - Faena 12 → Hectarea 8, máquina skidder, período 3, cosecha: 583.50 m3
    - Faena 12 → Hectarea 9, máquina skidder, período 4, cosecha: 572.50 m3
    - Faena 12 → Hectarea 10, máquina skidder, período 4, cosecha: 592.00 m3
    - Faena 12 → Hectarea 13, máquina skidder, período 3, cosecha: 546.20 m3
    - Faena 12 → Hectarea 54, máquina skidder, período 3, cosecha: 675.80 m3
    - Faena 12 → Hectarea 14, máquina skidder, período 2, cosecha: 471.94 m3
    - Faena 12 → Hectarea 16, máquina skidder, período 4, cosecha: 552.60 m3
    - Faena 12 → Hectarea 17, máquina skidder, período 6, cosecha: 617.40 m3
    - Faena 12 → Hectarea 55, máquina skidder, período 2, cosecha: 587.70 m3
    - Faena 12 → Hectarea 21, máquina skidder, período 2, cosecha: 705.10 m3
    - Faena 164 → Hectarea 164, máquina skidder, período 14, cosecha: 562.80 m3
    - Faena 164 → Hectarea 154, máquina skidder, período 18, cosecha: 564.10 m3
    - Faena 164 → Hectarea 155, máquina skidder, período 13, cosecha: 623.30 m3
    - Faena 164 → Hectarea 156, máquina skidder, período 14, cosecha: 621.50 m3
    - Faena 164 → Hectarea 158, máquina skidder, período 18, cosecha: 639.10 m3
    - Faena 164 → Hectarea 159, máquina skidder, período 18, cosecha: 548.30 m3
    - Faena 164 → Hectarea 160, máquina skidder, período 14, cosecha: 525.30 m3
    - Faena 164 → Hectarea 161, máquina skidder, período 13, cosecha: 592.70 m3
    - Faena 164 → Hectarea 162, máquina skidder, período 13, cosecha: 294.75 m3
    - Faena 164 → Hectarea 163, máquina skidder, período 15, cosecha: 658.30 m3
    - Faena 164 → Hectarea 165, máquina skidder, período 18, cosecha: 597.30 m3
    - Faena 164 → Hectarea 166, máquina skidder, período 18, cosecha: 286.15 m3
    - Faena 164 → Hectarea 167, máquina skidder, período 18, cosecha: 576.80 m3
    - Faena 164 → Hectarea 168, máquina skidder, período 15, cosecha: 543.20 m3
    - Faena 164 → Hectarea 169, máquina skidder, período 15, cosecha: 301.50 m3
    - Faena 115 → Hectarea 115, máquina skidder, período 1, cosecha: 533.60 m3
    - Faena 115 → Hectarea 111, máquina skidder, período 1, cosecha: 539.50 m3
    - Faena 115 → Hectarea 112, máquina skidder, período 4, cosecha: 693.00 m3
    - Faena 115 → Hectarea 170, máquina skidder, período 5, cosecha: 553.20 m3
    - Faena 115 → Hectarea 113, máquina skidder, período 1, cosecha: 534.50 m3
    - Faena 115 → Hectarea 114, máquina skidder, período 4, cosecha: 656.20 m3
    - Faena 115 → Hectarea 171, máquina skidder, período 6, cosecha: 647.20 m3
    - Faena 115 → Hectarea 172, máquina skidder, período 2, cosecha: 554.20 m3
    - Faena 115 → Hectarea 116, máquina skidder, período 1, cosecha: 653.80 m3
    - Faena 115 → Hectarea 117, máquina skidder, período 4, cosecha: 670.40 m3
    - Faena 115 → Hectarea 118, máquina skidder, período 6, cosecha: 535.40 m3
    - Faena 115 → Hectarea 173, máquina skidder, período 1, cosecha: 673.80 m3
    - Faena 115 → Hectarea 174, máquina skidder, período 2, cosecha: 604.70 m3
    - Faena 115 → Hectarea 178, máquina skidder, período 1, cosecha: 569.40 m3
    - Faena 18 → Hectarea 18, máquina skidder, período 6, cosecha: 449.33 m3
    - Faena 18 → Hectarea 11, máquina skidder, período 5, cosecha: 663.70 m3
    - Faena 18 → Hectarea 15, máquina skidder, período 2, cosecha: 614.00 m3
    - Faena 18 → Hectarea 19, máquina skidder, período 5, cosecha: 638.60 m3
    - Faena 18 → Hectarea 20, máquina skidder, período 3, cosecha: 509.80 m3
    - Faena 18 → Hectarea 22, máquina skidder, período 6, cosecha: 499.38 m3
    - Faena 18 → Hectarea 23, máquina skidder, período 2, cosecha: 692.80 m3
    - Faena 63 → Hectarea 63, máquina torre, período 4, cosecha: 643.80 m3
    - Faena 63 → Hectarea 56, máquina torre, período 6, cosecha: 604.00 m3
    - Faena 63 → Hectarea 57, máquina torre, período 3, cosecha: 574.70 m3
    - Faena 63 → Hectarea 58, máquina torre, período 3, cosecha: 581.10 m3
    - Faena 63 → Hectarea 59, máquina torre, período 6, cosecha: 641.10 m3
    - Faena 63 → Hectarea 60, máquina torre, período 5, cosecha: 617.90 m3
    - Faena 63 → Hectarea 61, máquina torre, período 5, cosecha: 515.50 m3
    - Faena 63 → Hectarea 62, máquina torre, período 6, cosecha: 692.30 m3
    - Faena 63 → Hectarea 64, máquina torre, período 3, cosecha: 587.00 m3
    - Faena 180 → Hectarea 180, máquina skidder, período 3, cosecha: 574.40 m3
    - Faena 180 → Hectarea 175, máquina skidder, período 4, cosecha: 657.40 m3
    - Faena 180 → Hectarea 176, máquina skidder, período 2, cosecha: 601.20 m3
    - Faena 180 → Hectarea 177, máquina skidder, período 5, cosecha: 265.00 m3
    - Faena 180 → Hectarea 179, máquina skidder, período 3, cosecha: 544.70 m3
    - Faena 180 → Hectarea 181, máquina skidder, período 3, cosecha: 519.10 m3
    - Faena 180 → Hectarea 182, máquina skidder, período 5, cosecha: 295.60 m3
    - Faena 180 → Hectarea 183, máquina skidder, período 2, cosecha: 639.50 m3
    - Faena 180 → Hectarea 184, máquina skidder, período 4, cosecha: 565.30 m3
    - Faena 180 → Hectarea 185, máquina skidder, período 6, cosecha: 673.20 m3
    - Faena 180 → Hectarea 186, máquina skidder, período 2, cosecha: 551.30 m3
    - Faena 180 → Hectarea 188, máquina skidder, período 6, cosecha: 766.40 m3
    - Faena 180 → Hectarea 189, máquina skidder, período 3, cosecha: 606.60 m3
    - Faena 180 → Hectarea 190, máquina skidder, período 2, cosecha: 625.90 m3
    - Faena 65 → Hectarea 65, máquina torre, período 18, cosecha: 520.30 m3
    - Faena 65 → Hectarea 24, máquina torre, período 17, cosecha: 663.30 m3
    - Faena 65 → Hectarea 66, máquina torre, período 14, cosecha: 603.80 m3
    - Faena 65 → Hectarea 67, máquina torre, período 14, cosecha: 619.80 m3
    - Faena 65 → Hectarea 69, máquina torre, período 14, cosecha: 589.10 m3
    - Faena 65 → Hectarea 70, máquina torre, período 18, cosecha: 637.60 m3
    - Faena 65 → Hectarea 71, máquina torre, período 13, cosecha: 584.80 m3
    - Faena 65 → Hectarea 73, máquina torre, período 13, cosecha: 485.10 m3
    - Faena 65 → Hectarea 74, máquina torre, período 16, cosecha: 554.40 m3
    - Faena 65 → Hectarea 75, máquina torre, período 17, cosecha: 585.80 m3
    - Faena 65 → Hectarea 36, máquina torre, período 18, cosecha: 576.00 m3
    - Faena 187 → Hectarea 187, máquina skidder, período 6, cosecha: 307.75 m3
    - Faena 187 → Hectarea 191, máquina skidder, período 6, cosecha: 333.25 m3
    - Faena 187 → Hectarea 195, máquina skidder, período 6, cosecha: 321.45 m3
    - Faena 28 → Hectarea 28, máquina skidder, período 16, cosecha: 466.55 m3
    - Faena 28 → Hectarea 25, máquina skidder, período 18, cosecha: 383.46 m3
    - Faena 28 → Hectarea 26, máquina skidder, período 18, cosecha: 700.90 m3
    - Faena 28 → Hectarea 27, máquina skidder, período 17, cosecha: 586.90 m3
    - Faena 28 → Hectarea 29, máquina skidder, período 17, cosecha: 590.90 m3
    - Faena 28 → Hectarea 30, máquina skidder, período 18, cosecha: 699.80 m3
    - Faena 28 → Hectarea 31, máquina skidder, período 18, cosecha: 441.91 m3
    - Faena 28 → Hectarea 32, máquina skidder, período 16, cosecha: 672.80 m3
    - Faena 28 → Hectarea 33, máquina skidder, período 18, cosecha: 514.90 m3
    - Faena 28 → Hectarea 35, máquina skidder, período 16, cosecha: 612.90 m3
    - Faena 126 → Hectarea 126, máquina skidder, período 17, cosecha: 566.40 m3
    - Faena 126 → Hectarea 119, máquina skidder, período 15, cosecha: 670.10 m3
    - Faena 126 → Hectarea 120, máquina skidder, período 18, cosecha: 495.70 m3
    - Faena 126 → Hectarea 121, máquina skidder, período 17, cosecha: 557.60 m3
    - Faena 126 → Hectarea 68, máquina skidder, período 17, cosecha: 641.80 m3
    - Faena 126 → Hectarea 122, máquina skidder, período 14, cosecha: 603.70 m3
    - Faena 126 → Hectarea 123, máquina skidder, período 13, cosecha: 618.30 m3
    - Faena 126 → Hectarea 124, máquina skidder, período 17, cosecha: 575.70 m3
    - Faena 126 → Hectarea 72, máquina skidder, período 13, cosecha: 541.60 m3
    - Faena 126 → Hectarea 125, máquina skidder, período 14, cosecha: 612.20 m3
    - Faena 126 → Hectarea 127, máquina skidder, período 14, cosecha: 574.00 m3
    - Faena 126 → Hectarea 128, máquina skidder, período 13, cosecha: 593.70 m3
    - Faena 126 → Hectarea 76, máquina skidder, período 18, cosecha: 648.10 m3
    - Faena 126 → Hectarea 129, máquina skidder, período 17, cosecha: 636.30 m3
    - Faena 126 → Hectarea 130, máquina skidder, período 15, cosecha: 466.30 m3
    - Faena 126 → Hectarea 131, máquina skidder, período 16, cosecha: 638.10 m3
    - Faena 126 → Hectarea 132, máquina skidder, período 14, cosecha: 582.70 m3
    - Faena 126 → Hectarea 133, máquina skidder, período 13, cosecha: 615.80 m3
    - Faena 126 → Hectarea 134, máquina skidder, período 18, cosecha: 552.40 m3
    - Faena 126 → Hectarea 135, máquina skidder, período 15, cosecha: 622.60 m3
    - Faena 202 → Hectarea 202, máquina skidder, período 3, cosecha: 571.40 m3
    - Faena 202 → Hectarea 192, máquina skidder, período 3, cosecha: 628.40 m3
    - Faena 202 → Hectarea 193, máquina skidder, período 5, cosecha: 597.10 m3
    - Faena 202 → Hectarea 194, máquina skidder, período 4, cosecha: 531.20 m3
    - Faena 202 → Hectarea 196, máquina skidder, período 5, cosecha: 559.90 m3
    - Faena 202 → Hectarea 197, máquina skidder, período 5, cosecha: 640.50 m3
    - Faena 202 → Hectarea 198, máquina skidder, período 5, cosecha: 661.50 m3
    - Faena 202 → Hectarea 199, máquina skidder, período 4, cosecha: 179.55 m3
    - Faena 202 → Hectarea 200, máquina skidder, período 4, cosecha: 607.10 m3
    - Faena 202 → Hectarea 201, máquina skidder, período 1, cosecha: 664.40 m3
    - Faena 202 → Hectarea 203, máquina skidder, período 5, cosecha: 672.20 m3
    - Faena 202 → Hectarea 204, máquina skidder, período 5, cosecha: 530.30 m3
    - Faena 202 → Hectarea 205, máquina skidder, período 2, cosecha: 592.30 m3
    - Faena 202 → Hectarea 206, máquina skidder, período 6, cosecha: 581.60 m3
    - Faena 202 → Hectarea 207, máquina skidder, período 4, cosecha: 431.90 m3
    - Faena 202 → Hectarea 209, máquina skidder, período 4, cosecha: 631.10 m3
    - Faena 202 → Hectarea 210, máquina skidder, período 6, cosecha: 605.50 m3
    - Faena 40 → Hectarea 40, máquina skidder, período 13, cosecha: 382.34 m3
    - Faena 40 → Hectarea 34, máquina skidder, período 18, cosecha: 424.13 m3
    - Faena 40 → Hectarea 37, máquina skidder, período 13, cosecha: 426.16 m3
    - Faena 40 → Hectarea 38, máquina skidder, período 15, cosecha: 623.10 m3
    - Faena 40 → Hectarea 39, máquina skidder, período 16, cosecha: 670.60 m3
    - Faena 40 → Hectarea 41, máquina skidder, período 14, cosecha: 665.70 m3
    - Faena 40 → Hectarea 42, máquina skidder, período 13, cosecha: 609.50 m3
    - Faena 40 → Hectarea 43, máquina skidder, período 15, cosecha: 550.29 m3
    - Faena 40 → Hectarea 44, máquina skidder, período 14, cosecha: 598.60 m3
    - Faena 40 → Hectarea 45, máquina skidder, período 15, cosecha: 550.29 m3
    - Faena 91 → Hectarea 91, máquina skidder, período 1, cosecha: 638.60 m3
    - Faena 91 → Hectarea 78, máquina skidder, período 4, cosecha: 632.50 m3
    - Faena 91 → Hectarea 79, máquina skidder, período 2, cosecha: 562.40 m3
    - Faena 91 → Hectarea 80, máquina skidder, período 1, cosecha: 510.40 m3
    - Faena 91 → Hectarea 81, máquina skidder, período 1, cosecha: 637.20 m3
    - Faena 91 → Hectarea 82, máquina skidder, período 4, cosecha: 649.50 m3
    - Faena 91 → Hectarea 83, máquina skidder, período 3, cosecha: 644.60 m3
    - Faena 91 → Hectarea 84, máquina skidder, período 2, cosecha: 660.40 m3
    - Faena 91 → Hectarea 85, máquina skidder, período 5, cosecha: 570.80 m3
    - Faena 91 → Hectarea 86, máquina skidder, período 5, cosecha: 574.40 m3
    - Faena 91 → Hectarea 92, máquina skidder, período 3, cosecha: 553.70 m3
    - Faena 91 → Hectarea 93, máquina skidder, período 4, cosecha: 614.00 m3
    - Faena 91 → Hectarea 94, máquina skidder, período 5, cosecha: 560.70 m3
    - Faena 91 → Hectarea 95, máquina skidder, período 5, cosecha: 536.30 m3
    - Faena 91 → Hectarea 97, máquina skidder, período 5, cosecha: 509.55 m3
    - Faena 91 → Hectarea 98, máquina skidder, período 1, cosecha: 437.93 m3
    - Faena 142 → Hectarea 142, máquina skidder, período 16, cosecha: 590.20 m3
    - Faena 142 → Hectarea 136, máquina skidder, período 15, cosecha: 588.30 m3
    - Faena 142 → Hectarea 137, máquina skidder, período 18, cosecha: 609.30 m3
    - Faena 142 → Hectarea 138, máquina skidder, período 14, cosecha: 642.40 m3
    - Faena 142 → Hectarea 139, máquina skidder, período 18, cosecha: 660.60 m3
    - Faena 142 → Hectarea 140, máquina skidder, período 15, cosecha: 593.20 m3
    - Faena 142 → Hectarea 141, máquina skidder, período 18, cosecha: 569.30 m3
    - Faena 142 → Hectarea 143, máquina skidder, período 14, cosecha: 645.80 m3
    - Faena 142 → Hectarea 144, máquina skidder, período 14, cosecha: 595.20 m3
    - Faena 142 → Hectarea 145, máquina skidder, período 14, cosecha: 629.30 m3
    - Faena 142 → Hectarea 208, máquina skidder, período 16, cosecha: 589.40 m3
    - Faena 142 → Hectarea 147, máquina skidder, período 16, cosecha: 461.10 m3
    - Faena 142 → Hectarea 148, máquina skidder, período 15, cosecha: 473.25 m3
    - Faena 142 → Hectarea 149, máquina skidder, período 18, cosecha: 362.46 m3
    - Faena 96 → Hectarea 96, máquina skidder, período 3, cosecha: 509.55 m3
    - Faena 96 → Hectarea 87, máquina skidder, período 5, cosecha: 532.80 m3
    - Faena 96 → Hectarea 88, máquina skidder, período 5, cosecha: 655.10 m3
    - Faena 96 → Hectarea 89, máquina skidder, período 3, cosecha: 473.62 m3
    - Faena 96 → Hectarea 90, máquina skidder, período 3, cosecha: 502.57 m3
    - Faena 147 → Hectarea 146, máquina skidder, período 18, cosecha: 486.75 m3

  🔸 Faenas Instaladas (mu):
    - Nodo 12, máquina skidder, período 1
    - Nodo 18, máquina skidder, período 2
    - Nodo 28, máquina skidder, período 16
    - Nodo 40, máquina skidder, período 13
    - Nodo 46, máquina skidder, período 13
    - Nodo 63, máquina torre, período 3
    - Nodo 65, máquina torre, período 13
    - Nodo 91, máquina skidder, período 1
    - Nodo 96, máquina skidder, período 3
    - Nodo 108, máquina skidder, período 13
    - Nodo 115, máquina skidder, período 1
    - Nodo 126, máquina skidder, período 13
    - Nodo 142, máquina skidder, período 14
    - Nodo 147, máquina skidder, período 18
    - Nodo 151, máquina skidder, período 18
    - Nodo 164, máquina skidder, período 13
    - Nodo 180, máquina skidder, período 2
    - Nodo 187, máquina skidder, período 6
    - Nodo 202, máquina skidder, período 1

🛣️ INFRAESTRUCTURA DE CAMINOS:

  🔸 Construcción de caminos (y):
    - Construido: 11 ↔ 12 en período 1
    - Construido: 11 ↔ 15 en período 1
    - Construido: 12 ↔ 11 en período 1
    - Construido: 15 ↔ 19 en período 1
    - Construido: 15 ↔ 11 en período 1
    - Construido: 18 ↔ 22 en período 1
    - Construido: 18 ↔ 19 en período 1
    - Construido: 19 ↔ 15 en período 1
    - Construido: 19 ↔ 18 en período 1
    - Construido: 22 ↔ 18 en período 1
    - Construido: 22 ↔ 25 en período 1
    - Construido: 25 ↔ 22 en período 1
    - Construido: 25 ↔ 28 en período 1
    - Construido: 28 ↔ 25 en período 1
    - Construido: 28 ↔ 31 en período 1
    - Construido: 31 ↔ 34 en período 1
    - Construido: 31 ↔ 28 en período 1
    - Construido: 34 ↔ 31 en período 1
    - Construido: 34 ↔ 37 en período 1
    - Construido: 37 ↔ 34 en período 1
    - Construido: 37 ↔ 40 en período 1
    - Construido: 40 ↔ 41 en período 1
    - Construido: 40 ↔ 37 en período 1
    - Construido: 41 ↔ 40 en período 1
    - Construido: 41 ↔ 42 en período 1
    - Construido: 42 ↔ 41 en período 1
    - Construido: 42 ↔ 85 en período 1
    - Construido: 46 ↔ 47 en período 1
    - Construido: 47 ↔ 99 en período 1
    - Construido: 47 ↔ 46 en período 1
    - Construido: 63 ↔ 67 en período 1
    - Construido: 65 ↔ 66 en período 13
    - Construido: 66 ↔ 65 en período 13
    - Construido: 66 ↔ 67 en período 13
    - Construido: 67 ↔ 68 en período 1
    - Construido: 67 ↔ 68 en período 13
    - Construido: 67 ↔ 63 en período 1
    - Construido: 67 ↔ 66 en período 13
    - Construido: 68 ↔ 67 en período 1
    - Construido: 68 ↔ 67 en período 13
    - Construido: 68 ↔ 122 en período 1
    - Construido: 68 ↔ 122 en período 13
    - Construido: 85 ↔ 86 en período 1
    - Construido: 85 ↔ 42 en período 1
    - Construido: 86 ↔ 85 en período 1
    - Construido: 86 ↔ 91 en período 1
    - Construido: 91 ↔ 86 en período 1
    - Construido: 91 ↔ 94 en período 1
    - Construido: 94 ↔ 91 en período 1
    - Construido: 94 ↔ 97 en período 1
    - Construido: 96 ↔ 97 en período 1
    - Construido: 97 ↔ 98 en período 1
    - Construido: 97 ↔ 94 en período 1
    - Construido: 97 ↔ 96 en período 1
    - Construido: 98 ↔ 146 en período 1
    - Construido: 98 ↔ 97 en período 1
    - Construido: 99 ↔ 47 en período 1
    - Construido: 99 ↔ 103 en período 13
    - Construido: 103 ↔ 104 en período 13
    - Construido: 103 ↔ 99 en período 13
    - Construido: 104 ↔ 103 en período 13
    - Construido: 104 ↔ 108 en período 13
    - Construido: 108 ↔ 112 en período 1
    - Construido: 108 ↔ 104 en período 13
    - Construido: 110 ↔ 112 en período 13
    - Construido: 110 ↔ 115 en período 1
    - Construido: 112 ↔ 110 en período 13
    - Construido: 112 ↔ 108 en período 1
    - Construido: 115 ↔ 110 en período 1
    - Construido: 115 ↔ 171 en período 1
    - Construido: 122 ↔ 68 en período 1
    - Construido: 122 ↔ 68 en período 13
    - Construido: 122 ↔ 125 en período 1
    - Construido: 122 ↔ 125 en período 13
    - Construido: 125 ↔ 126 en período 1
    - Construido: 125 ↔ 126 en período 13
    - Construido: 125 ↔ 122 en período 1
    - Construido: 125 ↔ 122 en período 13
    - Construido: 126 ↔ 125 en período 1
    - Construido: 126 ↔ 125 en período 13
    - Construido: 126 ↔ 130 en período 1
    - Construido: 130 ↔ 134 en período 1
    - Construido: 130 ↔ 126 en período 1
    - Construido: 134 ↔ 130 en período 1
    - Construido: 134 ↔ 138 en período 1
    - Construido: 138 ↔ 141 en período 1
    - Construido: 138 ↔ 134 en período 1
    - Construido: 139 ↔ 200 en período 1
    - Construido: 139 ↔ 142 en período 1
    - Construido: 141 ↔ 138 en período 1
    - Construido: 141 ↔ 142 en período 1
    - Construido: 141 ↔ 144 en período 1
    - Construido: 142 ↔ 141 en período 1
    - Construido: 142 ↔ 139 en período 1
    - Construido: 144 ↔ 147 en período 1
    - Construido: 144 ↔ 141 en período 1
    - Construido: 146 ↔ 147 en período 1
    - Construido: 146 ↔ 98 en período 1
    - Construido: 147 ↔ 146 en período 1
    - Construido: 147 ↔ 144 en período 1
    - Construido: 151 ↔ 155 en período 1
    - Construido: 155 ↔ 160 en período 1
    - Construido: 155 ↔ 151 en período 1
    - Construido: 160 ↔ 155 en período 1
    - Construido: 160 ↔ 164 en período 1
    - Construido: 164 ↔ 167 en período 1
    - Construido: 164 ↔ 160 en período 1
    - Construido: 167 ↔ 175 en período 1
    - Construido: 167 ↔ 164 en período 1
    - Construido: 167 ↔ 168 en período 1
    - Construido: 167 ↔ 172 en período 1
    - Construido: 168 ↔ 167 en período 1
    - Construido: 168 ↔ 169 en período 1
    - Construido: 169 ↔ 177 en período 1
    - Construido: 169 ↔ 168 en período 1
    - Construido: 171 ↔ 172 en período 1
    - Construido: 171 ↔ 115 en período 1
    - Construido: 172 ↔ 167 en período 1
    - Construido: 172 ↔ 171 en período 1
    - Construido: 175 ↔ 167 en período 1
    - Construido: 175 ↔ 180 en período 1
    - Construido: 177 ↔ 169 en período 1
    - Construido: 177 ↔ 182 en período 1
    - Construido: 180 ↔ 175 en período 1
    - Construido: 182 ↔ 177 en período 1
    - Construido: 182 ↔ 187 en período 1
    - Construido: 187 ↔ 182 en período 1
    - Construido: 200 ↔ 139 en período 1
    - Construido: 200 ↔ 201 en período 1
    - Construido: 201 ↔ 202 en período 1
    - Construido: 201 ↔ 200 en período 1
    - Construido: 202 ↔ 201 en período 1

✅ Resultados guardados correctamente
